1	1	N-	----NSM-	9346	Παῦλος	παυλος	παυλος	Παῦλος			
1	1	N-	----NSM-	9346	ἀπόστολος	ἀποστολος	αποστολος	ἀπόστολος			
1	1	N-	----GSM-	9538	Χριστοῦ	χριστου	χριστου	Χριστός			
1	1	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς			
1	1	P-	--------	7	διὰ	δια	δια	διά			
1	1	N-	----GSN-	17730	θελήματος	θεληματος	θεληματος	θέλημα			
1	1	N-	----GSM-	9538	θεοῦ	θεου	θεου	θεός			
1	1	RA	----DPM-	10	τοῖς	τοις	τοις	ὁ			
1	1	A-	----DPM-	10115	ἁγίοις	ἁγιοις	αγιοις	ἅγιος			
1	1	RA	----DPM-	10	τοῖς	τοις	τοις	ὁ			
1	1	V-	-PAPDPM-	828865	οὖσιν	οὐσιν	ουσιν	εἰμί			
1	1	P-	--------	7	ἐν	ἐν	εν	ἐν	[		
1	1	N-	----DSF-	13698	Ἐφέσῳ	ἐφεσω	εφεσω	Ἔφεσος		]	
1	1	C-	--------	4	καὶ	και	και	καί			
1	1	A-	----DPM-	10115	πιστοῖς	πιστοις	πιστοις	πιστός			
1	1	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	1	N-	----DSM-	9602	Χριστῷ	χριστω	χριστω	Χριστός			
1	1	N-	----DSM-	9602	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς			·
1	2	N-	----NSF-	13442	χάρις	χαρις	χαρις	χάρις			
1	2	RP	----DP--	13	ὑμῖν	ὑμιν	υμιν	σύ			
1	2	C-	--------	4	καὶ	και	και	καί			
1	2	N-	----NSF-	13442	εἰρήνη	εἰρηνη	ειρηνη	εἰρήνη			
1	2	P-	--------	7	ἀπὸ	ἀπο	απο	ἀπό			
1	2	N-	----GSM-	9538	θεοῦ	θεου	θεου	θεός			
1	2	N-	----GSM-	9538	πατρὸς	πατρος	πατρος	πατήρ			
1	2	RP	----GP--	13	ἡμῶν	ἡμων	ημων	ἐγώ			
1	2	C-	--------	4	καὶ	και	και	καί			
1	2	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος			
1	2	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς			
1	2	N-	----GSM-	9538	Χριστοῦ	χριστου	χριστου	Χριστός			.
1	3	A-	----NSM-	9347	Εὐλογητὸς	εὐλογητος	ευλογητος	εὐλογητός			
1	3	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	3	N-	----NSM-	9346	θεὸς	θεος	θεος	θεός			
1	3	C-	--------	4	καὶ	και	και	καί			
1	3	N-	----NSM-	9346	πατὴρ	πατηρ	πατηρ	πατήρ			
1	3	RA	----GSM-	10	τοῦ	του	του	ὁ			
1	3	N-	----GSM-	9538	κυρίου	κυριου	κυριου	κύριος			
1	3	RP	----GP--	13	ἡμῶν	ἡμων	ημων	ἐγώ			
1	3	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς			
1	3	N-	----GSM-	9538	Χριστοῦ	χριστου	χριστου	Χριστός			,
1	3	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	3	V-	-AAPNSM-	568257	εὐλογήσας	εὐλογησας	ευλογησας	εὐλογέω			
1	3	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	3	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	3	A-	----DSF-	13699	πάσῃ	παση	παση	πᾶς			
1	3	N-	----DSF-	13698	εὐλογίᾳ	εὐλογια	ευλογια	εὐλογία			
1	3	A-	----DSF-	13699	πνευματικῇ	πνευματικη	πνευματικη	πνευματικός			
1	3	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	3	RA	----DPN-	10	τοῖς	τοις	τοις	ὁ			
1	3	A-	----DPN-	18307	ἐπουρανίοις	ἐπουρανιοις	επουρανιοις	ἐπουράνιος			
1	3	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	3	N-	----DSM-	9602	Χριστῷ	χριστω	χριστω	Χριστός			,
1	4	C-	--------	4	καθὼς	καθως	καθως	καθώς			
1	4	V-	3AMI-S--	637569	ἐξελέξατο	ἐξελεξατο	εξελεξατο	ἐκλέγομαι			
1	4	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	4	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	4	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός			
1	4	P-	--------	7	πρὸ	προ	προ	πρό			
1	4	N-	----GSF-	13634	καταβολῆς	καταβολης	καταβολης	καταβολή			
1	4	N-	----GSM-	9538	κόσμου	κοσμου	κοσμου	κόσμος			,
1	4	V-	-PAN----	304513	εἶναι	εἰναι	ειναι	εἰμί			
1	4	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	4	A-	----APM-	9987	ἁγίους	ἁγιους	αγιους	ἅγιος			
1	4	C-	--------	4	καὶ	και	και	καί			
1	4	A-	----APM-	9987	ἀμώμους	ἀμωμους	αμωμους	ἄμωμος			
1	4	P-	--------	7	κατενώπιον	κατενωπιον	κατενωπιον	κατενώπιον			
1	4	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	4	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	4	N-	----DSF-	13698	ἀγάπῃ	ἀγαπη	αγαπη	ἀγάπη			,
1	5	V-	-AAPNSM-	568257	προορίσας	προορισας	προορισας	προορίζω			
1	5	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	5	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	5	N-	----ASF-	13570	υἱοθεσίαν	υἱοθεσιαν	υιοθεσιαν	υἱοθεσία			
1	5	P-	--------	7	διὰ	δια	δια	διά			
1	5	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς			
1	5	N-	----GSM-	9538	Χριστοῦ	χριστου	χριστου	Χριστός			
1	5	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	5	RP	----ASM-	13	αὐτόν	αὐτον	αυτον	αὐτός			,
1	5	P-	--------	7	κατὰ	κατα	κατα	κατά			
1	5	RA	----ASF-	10	τὴν	την	την	ὁ			
1	5	N-	----ASF-	13570	εὐδοκίαν	εὐδοκιαν	ευδοκιαν	εὐδοκία			
1	5	RA	----GSN-	10	τοῦ	του	του	ὁ			
1	5	N-	----GSN-	17730	θελήματος	θεληματος	θεληματος	θέλημα			
1	5	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			,
1	6	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	6	N-	----ASM-	9474	ἔπαινον	ἐπαινον	επαινον	ἔπαινος			
1	6	N-	----GSF-	13634	δόξης	δοξης	δοξης	δόξα			
1	6	RA	----GSF-	10	τῆς	της	της	ὁ			
1	6	N-	----GSF-	13634	χάριτος	χαριτος	χαριτος	χάρις			
1	6	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	6	RR	----GSF-	14	ἧς	ἡς	ης	ὅς			
1	6	V-	3AAI-S--	633473	ἐχαρίτωσεν	ἐχαριτωσεν	εχαριτωσεν	χαριτόω			
1	6	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	6	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	6	RA	----DSM-	10	τῷ	τω	τω	ὁ			
1	6	V-	-XPPDSM-	4935105	ἠγαπημένῳ	ἠγαπημενω	ηγαπημενω	ἀγαπάω			,
1	7	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	7	RR	----DSM-	14	ᾧ	ὡ	ω	ὅς			
1	7	V-	1PAI-P--	861313	ἔχομεν	ἐχομεν	εχομεν	ἔχω			
1	7	RA	----ASF-	10	τὴν	την	την	ὁ			
1	7	N-	----ASF-	13570	ἀπολύτρωσιν	ἀπολυτρωσιν	απολυτρωσιν	ἀπολύτρωσις			
1	7	P-	--------	7	διὰ	δια	δια	διά			
1	7	RA	----GSN-	10	τοῦ	του	του	ὁ			
1	7	N-	----GSN-	17730	αἵματος	αἱματος	αιματος	αἷμα			
1	7	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			,
1	7	RA	----ASF-	10	τὴν	την	την	ὁ			
1	7	N-	----ASF-	13570	ἄφεσιν	ἀφεσιν	αφεσιν	ἄφεσις			
1	7	RA	----GPN-	10	τῶν	των	των	ὁ			
1	7	N-	----GPN-	18242	παραπτωμάτων	παραπτωματων	παραπτωματων	παράπτωμα			,
1	7	P-	--------	7	κατὰ	κατα	κατα	κατά			
1	7	RA	----ASN-	10	τὸ	το	το	ὁ			
1	7	N-	----ASN-	17666	πλοῦτος	πλουτος	πλουτος	πλοῦτος			
1	7	RA	----GSF-	10	τῆς	της	της	ὁ			
1	7	N-	----GSF-	13634	χάριτος	χαριτος	χαριτος	χάρις			
1	7	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	8	RR	----GSF-	14	ἧς	ἡς	ης	ὅς			
1	8	V-	3AAI-S--	633473	ἐπερίσσευσεν	ἐπερισσευσεν	επερισσευσεν	περισσεύω			
1	8	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	8	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	8	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	8	A-	----DSF-	13699	πάσῃ	παση	παση	πᾶς			
1	8	N-	----DSF-	13698	σοφίᾳ	σοφια	σοφια	σοφία			
1	8	C-	--------	4	καὶ	και	και	καί			
1	8	N-	----DSF-	13698	φρονήσει	φρονησει	φρονησει	φρόνησις			
1	9	V-	-AAPNSM-	568257	γνωρίσας	γνωρισας	γνωρισας	γνωρίζω			
1	9	RP	----DP--	13	ἡμῖν	ἡμιν	ημιν	ἐγώ			
1	9	RA	----ASN-	10	τὸ	το	το	ὁ			
1	9	N-	----ASN-	17666	μυστήριον	μυστηριον	μυστηριον	μυστήριον			
1	9	RA	----GSN-	10	τοῦ	του	του	ὁ			
1	9	N-	----GSN-	17730	θελήματος	θεληματος	θεληματος	θέλημα			
1	9	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			,
1	9	P-	--------	7	κατὰ	κατα	κατα	κατά			
1	9	RA	----ASF-	10	τὴν	την	την	ὁ			
1	9	N-	----ASF-	13570	εὐδοκίαν	εὐδοκιαν	ευδοκιαν	εὐδοκία			
1	9	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	9	RR	----ASF-	14	ἣν	ἡν	ην	ὅς			
1	9	V-	3AMI-S--	637569	προέθετο	προεθετο	προεθετο	προτίθεμαι			
1	9	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	9	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός			
1	10	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	10	N-	----ASF-	13570	οἰκονομίαν	οἰκονομιαν	οικονομιαν	οἰκονομία			
1	10	RA	----GSN-	10	τοῦ	του	του	ὁ			
1	10	N-	----GSN-	17730	πληρώματος	πληρωματος	πληρωματος	πλήρωμα			
1	10	RA	----GPM-	10	τῶν	των	των	ὁ			
1	10	N-	----GPM-	10050	καιρῶν	καιρων	καιρων	καιρός			,
1	10	V-	-AMN----	310145	ἀνακεφαλαιώσασθαι	ἀνακεφαλαιωσασθαι	ανακεφαλαιωσασθαι	ἀνακεφαλαιόω			
1	10	RA	----APN-	10	τὰ	τα	τα	ὁ			
1	10	A-	----APN-	18179	πάντα	παντα	παντα	πᾶς			
1	10	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	10	RA	----DSM-	10	τῷ	τω	τω	ὁ			
1	10	N-	----DSM-	9602	Χριστῷ	χριστω	χριστω	Χριστός			,
1	10	RA	----APN-	10	τὰ	τα	τα	ὁ			
1	10	P-	--------	7	ἐπὶ	ἐπι	επι	ἐπί			
1	10	RA	----DPM-	10	τοῖς	τοις	τοις	ὁ			
1	10	N-	----DPM-	10114	οὐρανοῖς	οὐρανοις	ουρανοις	οὐρανός			
1	10	C-	--------	4	καὶ	και	και	καί			
1	10	RA	----APN-	10	τὰ	τα	τα	ὁ			
1	10	P-	--------	7	ἐπὶ	ἐπι	επι	ἐπί			
1	10	RA	----GSF-	10	τῆς	της	της	ὁ			
1	10	N-	----GSF-	13634	γῆς	γης	γης	γῆ			·
1	10	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	10	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός			,
1	11	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	11	RR	----DSM-	14	ᾧ	ὡ	ω	ὅς			
1	11	D-	--------	8	καὶ	και	και	καί			
1	11	V-	1API-P--	2935425	ἐκληρώθημεν	ἐκληρωθημεν	εκληρωθημεν	κληρόω			
1	11	V-	-APPNPM-	5065665	προορισθέντες	προορισθεντες	προορισθεντες	προορίζω			
1	11	P-	--------	7	κατὰ	κατα	κατα	κατά			
1	11	N-	----ASF-	13570	πρόθεσιν	προθεσιν	προθεσιν	πρόθεσις			
1	11	RA	----GSM-	10	τοῦ	του	του	ὁ			
1	11	RA	----APN-	10	τὰ	τα	τα	ὁ			
1	11	A-	----APN-	18179	πάντα	παντα	παντα	πᾶς			
1	11	V-	-PAPGSM-	566721	ἐνεργοῦντος	ἐνεργουντος	ενεργουντος	ἐνεργέω			
1	11	P-	--------	7	κατὰ	κατα	κατα	κατά			
1	11	RA	----ASF-	10	τὴν	την	την	ὁ			
1	11	N-	----ASF-	13570	βουλὴν	βουλην	βουλην	βουλή			
1	11	RA	----GSN-	10	τοῦ	του	του	ὁ			
1	11	N-	----GSN-	17730	θελήματος	θεληματος	θεληματος	θέλημα			
1	11	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			,
1	12	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	12	RA	----ASN-	10	τὸ	το	το	ὁ			
1	12	V-	-PAN----	304513	εἶναι	εἰναι	ειναι	εἰμί			
1	12	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	12	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	12	N-	----ASM-	9474	ἔπαινον	ἐπαινον	επαινον	ἔπαινος			
1	12	N-	----GSF-	13634	δόξης	δοξης	δοξης	δόξα			
1	12	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	12	RA	----APM-	10	τοὺς	τους	τους	ὁ			
1	12	V-	-XAPAPM-	830913	προηλπικότας	προηλπικοτας	προηλπικοτας	προελπίζω			
1	12	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	12	RA	----DSM-	10	τῷ	τω	τω	ὁ			
1	12	N-	----DSM-	9602	Χριστῷ	χριστω	χριστω	Χριστός			·
1	13	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	13	RR	----DSM-	14	ᾧ	ὡ	ω	ὅς			
1	13	D-	--------	8	καὶ	και	και	καί			
1	13	RP	----NP--	13	ὑμεῖς	ὑμεις	υμεις	σύ			
1	13	V-	-AAPNPM-	830401	ἀκούσαντες	ἀκουσαντες	ακουσαντες	ἀκούω			
1	13	RA	----ASM-	10	τὸν	τον	τον	ὁ			
1	13	N-	----ASM-	9474	λόγον	λογον	λογον	λόγος			
1	13	RA	----GSF-	10	τῆς	της	της	ὁ			
1	13	N-	----GSF-	13634	ἀληθείας	ἀληθειας	αληθειας	ἀλήθεια			,
1	13	RA	----ASN-	10	τὸ	το	το	ὁ			
1	13	N-	----ASN-	17666	εὐαγγέλιον	εὐαγγελιον	ευαγγελιον	εὐαγγέλιον			
1	13	RA	----GSF-	10	τῆς	της	της	ὁ			
1	13	N-	----GSF-	13634	σωτηρίας	σωτηριας	σωτηριας	σωτηρία			
1	13	RP	----GP--	13	ὑμῶν	ὑμων	υμων	σύ			,
1	13	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	13	RR	----DSM-	14	ᾧ	ὡ	ω	ὅς			
1	13	D-	--------	8	καὶ	και	και	καί			
1	13	V-	-AAPNPM-	830401	πιστεύσαντες	πιστευσαντες	πιστευσαντες	πιστεύω			
1	13	V-	2API-P--	2935425	ἐσφραγίσθητε	ἐσφραγισθητε	εσφραγισθητε	σφραγίζω			
1	13	RA	----DSN-	10	τῷ	τω	τω	ὁ			
1	13	N-	----DSN-	17794	πνεύματι	πνευματι	πνευματι	πνεῦμα			
1	13	RA	----GSF-	10	τῆς	της	της	ὁ			
1	13	N-	----GSF-	13634	ἐπαγγελίας	ἐπαγγελιας	επαγγελιας	ἐπαγγελία			
1	13	RA	----DSN-	10	τῷ	τω	τω	ὁ			
1	13	A-	----DSN-	17795	ἁγίῳ	ἁγιω	αγιω	ἅγιος			,
1	14	RR	----NSN-	14	ὅ	ὁ	ο	ὅς			
1	14	V-	3PAI-S--	631937	ἐστιν	ἐστιν	εστιν	εἰμί			
1	14	N-	----NSM-	9346	ἀρραβὼν	ἀρραβων	αρραβων	ἀρραβών			
1	14	RA	----GSF-	10	τῆς	της	της	ὁ			
1	14	N-	----GSF-	13634	κληρονομίας	κληρονομιας	κληρονομιας	κληρονομία			
1	14	RP	----GP--	13	ἡμῶν	ἡμων	ημων	ἐγώ			,
1	14	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	14	N-	----ASF-	13570	ἀπολύτρωσιν	ἀπολυτρωσιν	απολυτρωσιν	ἀπολύτρωσις			
1	14	RA	----GSF-	10	τῆς	της	της	ὁ			
1	14	N-	----GSF-	13634	περιποιήσεως	περιποιησεως	περιποιησεως	περιποίησις			,
1	14	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	14	N-	----ASM-	9474	ἔπαινον	ἐπαινον	επαινον	ἔπαινος			
1	14	RA	----GSF-	10	τῆς	της	της	ὁ			
1	14	N-	----GSF-	13634	δόξης	δοξης	δοξης	δόξα			
1	14	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			.
1	15	P-	--------	7	Διὰ	δια	δια	διά			
1	15	RD	----ASN-	11	τοῦτο	τουτο	τουτο	οὗτος			
1	15	RP	----NS--	13	κἀγώ	κἀγω	καγω	κἀγώ			,
1	15	V-	-AAPNSM-	568257	ἀκούσας	ἀκουσας	ακουσας	ἀκούω			
1	15	RA	----ASF-	10	τὴν	την	την	ὁ			
1	15	P-	--------	7	καθ	καθ	καθ	κατά			
1	15	RP	----AP--	13	ὑμᾶς	ὑμας	υμας	σύ			
1	15	N-	----ASF-	13570	πίστιν	πιστιν	πιστιν	πίστις			
1	15	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	15	RA	----DSM-	10	τῷ	τω	τω	ὁ			
1	15	N-	----DSM-	9602	κυρίῳ	κυριω	κυριω	κύριος			
1	15	N-	----DSM-	9602	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς			
1	15	C-	--------	4	καὶ	και	και	καί			
1	15	RA	----ASF-	10	τὴν	την	την	ὁ			
1	15	N-	----ASF-	13570	ἀγάπην	ἀγαπην	αγαπην	ἀγάπη			
1	15	RA	----ASF-	10	τὴν	την	την	ὁ			
1	15	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	15	A-	----APM-	9987	πάντας	παντας	παντας	πᾶς			
1	15	RA	----APM-	10	τοὺς	τους	τους	ὁ			
1	15	A-	----APM-	9987	ἁγίους	ἁγιους	αγιους	ἅγιος			,
1	16	D-	--------	8	οὐ	οὐ	ου	οὐ			
1	16	V-	1PMI-S--	603265	παύομαι	παυομαι	παυομαι	παύω			
1	16	V-	-PAPNSM-	566721	εὐχαριστῶν	εὐχαριστων	ευχαριστων	εὐχαριστέω			
1	16	P-	--------	7	ὑπὲρ	ὑπερ	υπερ	ὑπέρ			
1	16	RP	----GP--	13	ὑμῶν	ὑμων	υμων	σύ			
1	16	N-	----ASF-	13570	μνείαν	μνειαν	μνειαν	μνεία			
1	16	V-	-PMPNSM-	570817	ποιούμενος	ποιουμενος	ποιουμενος	ποιέω			
1	16	P-	--------	7	ἐπὶ	ἐπι	επι	ἐπί			
1	16	RA	----GPF-	10	τῶν	των	των	ὁ			
1	16	N-	----GPF-	14146	προσευχῶν	προσευχων	προσευχων	προσευχή			
1	16	RP	----GS--	13	μου	μου	μου	ἐγώ			,
